name,label,generation_method
crypto-vite-builder,1,llm_hallucination_simulation
auth-mongoose-lib,1,llm_hallucination_simulation
file-angular-helper,1,llm_hallucination_simulation
@types/config-nest,1,llm_hallucination_simulation
app-koa-server,1,llm_hallucination_simulation
app-vite,1,llm_hallucination_simulation
crypto-socket-client,1,llm_hallucination_simulation
config-vue-client,1,llm_hallucination_simulation
log-typescript-helper,1,llm_hallucination_simulation
mock-next,1,llm_hallucination_simulation
crypto-sequelize-parser,1,llm_hallucination_simulation
cache-redis,1,llm_hallucination_simulation
node-jest-server,1,llm_hallucination_simulation
log-socket,1,llm_hallucination_simulation
log-angular-utils,1,llm_hallucination_simulation
node-stream-next,1,llm_hallucination_simulation
config-express-builder,1,llm_hallucination_simulation
data-fastify-lib,1,llm_hallucination_simulation
app-nuxt-formatter,1,llm_hallucination_simulation
readt,1,llm_hallucination_simulation
web-typescript-helper,1,llm_hallucination_simulation
loeash,1,llm_hallucination_simulation
node-file-rollup-builder,1,llm_hallucination_simulation
data-passport-validator,1,llm_hallucination_simulation
fastifyy,1,llm_hallucination_simulation
app-axios,1,llm_hallucination_simulation
@types/auth-koa-lib,1,llm_hallucination_simulation
cwalk,1,llm_hallucination_simulation
data-rollup-api,1,llm_hallucination_simulation
mock-koa-api,1,llm_hallucination_simulation
node-test-vue-server,1,llm_hallucination_simulation
node-app-hapi,1,llm_hallucination_simulation
soc-ket,1,llm_hallucination_simulation
@types/web-prisma-core,1,llm_hallucination_simulation
crypto-axios-api,1,llm_hallucination_simulation
stream-jquery-server,1,llm_hallucination_simulation
web-socket-parser,1,llm_hallucination_simulation
auth-webpack-server,1,llm_hallucination_simulation
log-nest-validator,1,llm_hallucination_simulation
@types/file-next,1,llm_hallucination_simulation
node-stream-mongoose-builder,1,llm_hallucination_simulation
file-socket-formatter,1,llm_hallucination_simulation
joi-schema-utils,1,llm_hallucination_simulation
types-cript,1,llm_hallucination_simulation
mochaa,1,llm_hallucination_simulation
mock-commander-lib,1,llm_hallucination_simulation
@types/app-next,1,llm_hallucination_simulation
http-mongoose-helper,1,llm_hallucination_simulation
http-jest-validator,1,llm_hallucination_simulation
hazi,1,llm_hallucination_simulation
web-react-core,1,llm_hallucination_simulation
test-prisma-validator,1,llm_hallucination_simulation
@types/auth-fastify-parser,1,llm_hallucination_simulation
node-crypto-typescript-validator,1,llm_hallucination_simulation
config-mocha-parser,1,llm_hallucination_simulation
http-lodash-formatter,1,llm_hallucination_simulation
log-next-lib,1,llm_hallucination_simulation
data-webpack-builder,1,llm_hallucination_simulation
data-lodash-lib,1,llm_hallucination_simulation
@types/log-webpack-core,1,llm_hallucination_simulation
mock-moment-client,1,llm_hallucination_simulation
data-express,1,llm_hallucination_simulation
auth-babel-core,1,llm_hallucination_simulation
data-vite-helper,1,llm_hallucination_simulation
mock-express-builder,1,llm_hallucination_simulation
crypto-koa-utils,1,llm_hallucination_simulation
lodash-fp-utils,1,llm_hallucination_simulation
log-commander-server,1,llm_hallucination_simulation
app-moment-server,1,llm_hallucination_simulation
log-nuxt-parser,1,llm_hallucination_simulation
@types/auth-jquery,1,llm_hallucination_simulation
rol-lup,1,llm_hallucination_simulation
node-test-esbuild-formatter,1,llm_hallucination_simulation
app-nest,1,llm_hallucination_simulation
@types/data-angular-utils,1,llm_hallucination_simulation
semver-range-utils,1,llm_hallucination_simulation
nestt,1,llm_hallucination_simulation
mongoosee,1,llm_hallucination_simulation
zod-schema-builder,1,llm_hallucination_simulation
@types/log-chai-helper,1,llm_hallucination_simulation
app-vite-api,1,llm_hallucination_simulation
crypto-webpack-lib,1,llm_hallucination_simulation
node-file-babel-builder,1,llm_hallucination_simulation
ba-bel,1,llm_hallucination_simulation
cache-chalk-helper,1,llm_hallucination_simulation
@types/data-koa,1,llm_hallucination_simulation
@types/cache-chai-validator,1,llm_hallucination_simulation
@types/file-jest,1,llm_hallucination_simulation
log-chai-lib,1,llm_hallucination_simulation
auth-socket,1,llm_hallucination_simulation
node-mock-next-builder,1,llm_hallucination_simulation
@types/config-redis-lib,1,llm_hallucination_simulation
cache-chai,1,llm_hallucination_simulation
config-vite-client,1,llm_hallucination_simulation
file-mongoose,1,llm_hallucination_simulation
stream-sequelize-lib,1,llm_hallucination_simulation
stream-hapi,1,llm_hallucination_simulation
rollupp,1,llm_hallucination_simulation
http-prisma,1,llm_hallucination_simulation
cache-angular-lib,1,llm_hallucination_simulation
stream-vite,1,llm_hallucination_simulation
crypto-koa-lib,1,llm_hallucination_simulation
mock-socket-utils,1,llm_hallucination_simulation
stream-chai-utils,1,llm_hallucination_simulation
file-redis-validator,1,llm_hallucination_simulation
vi-te,1,llm_hallucination_simulation
web-koa-formatter,1,llm_hallucination_simulation
web-fastify-parser,1,llm_hallucination_simulation
mock-typescript-lib,1,llm_hallucination_simulation
mo-cha,1,llm_hallucination_simulation
@types/file-koa-core,1,llm_hallucination_simulation
log-fastify-helper,1,llm_hallucination_simulation
node-dotenv-utils,1,llm_hallucination_simulation
node-http-angular-core,1,llm_hallucination_simulation
helmet-security-utils,1,llm_hallucination_simulation
log-angular-helper,1,llm_hallucination_simulation
http-typescript-builder,1,llm_hallucination_simulation
@types/file-nuxt-builder,1,llm_hallucination_simulation
@types/stream-sequelize-client,1,llm_hallucination_simulation
config-babel,1,llm_hallucination_simulation
crypto-chai-builder,1,llm_hallucination_simulation
@types/test-socket,1,llm_hallucination_simulation
commander-api,1,llm_hallucination_simulation
crypto-next-helper,1,llm_hallucination_simulation
node-crypto-utils,1,llm_hallucination_simulation
crypto-vue-builder,1,llm_hallucination_simulation
lodashh,1,llm_hallucination_simulation
test-socket-validator,1,llm_hallucination_simulation
path-resolve-utils,1,llm_hallucination_simulation
buffer-utils-node,1,llm_hallucination_simulation
crypto-webpack,1,llm_hallucination_simulation
@types/config-chai,1,llm_hallucination_simulation
nuxt-builder,1,llm_hallucination_simulation
log-chai-parser,1,llm_hallucination_simulation
@types/web-passport-parser,1,llm_hallucination_simulation
auth-sequelize-formatter,1,llm_hallucination_simulation
node-data-eslint-api,1,llm_hallucination_simulation
config-eslint-server,1,llm_hallucination_simulation
node-config-passport-builder,1,llm_hallucination_simulation
@types/mock-redis-helper,1,llm_hallucination_simulation
http-jest-utils,1,llm_hallucination_simulation
expresss,1,llm_hallucination_simulation
crypto-prisma,1,llm_hallucination_simulation
web-lodash-server,1,llm_hallucination_simulation
cache-esbuild-formatter,1,llm_hallucination_simulation
config-jest-helper,1,llm_hallucination_simulation
config-esbuild-validator,1,llm_hallucination_simulation
@types/log-hapi-validator,1,llm_hallucination_simulation
file-lodash,1,llm_hallucination_simulation
http-redis-formatter,1,llm_hallucination_simulation
test-angular-utils,1,llm_hallucination_simulation
node-stream-passport-builder,1,llm_hallucination_simulation
web-commander-server,1,llm_hallucination_simulation
config-vite,1,llm_hallucination_simulation
@types/crypto-vue-parser,1,llm_hallucination_simulation
mock-lodash-validator,1,llm_hallucination_simulation
chui,1,llm_hallucination_simulation
app-vue,1,llm_hallucination_simulation
app-dotenv-api,1,llm_hallucination_simulation
node-log-lodash,1,llm_hallucination_simulation
jqhery,1,llm_hallucination_simulation
web-sequelize-lib,1,llm_hallucination_simulation
stream-chalk-api,1,llm_hallucination_simulation
web-sequelize-client,1,llm_hallucination_simulation
data-jquery-core,1,llm_hallucination_simulation
log-axios-helper,1,llm_hallucination_simulation
app-webpack-validator,1,llm_hallucination_simulation
re-dis,1,llm_hallucination_simulation
config-esbuild-builder,1,llm_hallucination_simulation
config-passport-helper,1,llm_hallucination_simulation
auth-socket-api,1,llm_hallucination_simulation
node-web-webpack-builder,1,llm_hallucination_simulation
file-nest,1,llm_hallucination_simulation
web-axios-server,1,llm_hallucination_simulation
chalkk,1,llm_hallucination_simulation
cache-rollup,1,llm_hallucination_simulation
log-prisma-utils,1,llm_hallucination_simulation
config-react,1,llm_hallucination_simulation
bcrypt-utils-node,1,llm_hallucination_simulation
@types/cache-jquery-parser,1,llm_hallucination_simulation
cache-commander-parser,1,llm_hallucination_simulation
data-next-utils,1,llm_hallucination_simulation
auth-mocha-lib,1,llm_hallucination_simulation
stream-koa-helper,1,llm_hallucination_simulation
exp-ress,1,llm_hallucination_simulation
jsonwebtoken-helper,1,llm_hallucination_simulation
@types/mock-passport-formatter,1,llm_hallucination_simulation
@types/test-mocha-api,1,llm_hallucination_simulation
http-nest-parser,1,llm_hallucination_simulation
mock-dotenv-lib,1,llm_hallucination_simulation
@types/web-mocha-client,1,llm_hallucination_simulation
angular-service-factory,1,llm_hallucination_simulation
cache-angular-builder,1,llm_hallucination_simulation
node-config-dotenv-utils,1,llm_hallucination_simulation
@types/auth-webpack-utils,1,llm_hallucination_simulation
mock-babel-utils,1,llm_hallucination_simulation
log-socket-client,1,llm_hallucination_simulation
node-http-express-lib,1,llm_hallucination_simulation
data-babel-core,1,llm_hallucination_simulation
@types/app-react,1,llm_hallucination_simulation
data-hapi-utils,1,llm_hallucination_simulation
log-next-builder,1,llm_hallucination_simulation
auth-typescript-helper,1,llm_hallucination_simulation
webpack-bundle-helper,1,llm_hallucination_simulation
web-nuxt,1,llm_hallucination_simulation
ax-ios,1,llm_hallucination_simulation
test-webpack-lib,1,llm_hallucination_simulation
node-mock-vite-server,1,llm_hallucination_simulation
http-react,1,llm_hallucination_simulation
@types/file-rollup-builder,1,llm_hallucination_simulation
@types/mock-react-server,1,llm_hallucination_simulation
crypto-chalk-validator,1,llm_hallucination_simulation
mock-vite,1,llm_hallucination_simulation
file-nuxt-client,1,llm_hallucination_simulation
auth-esbuild-server,1,llm_hallucination_simulation
config-commander-api,1,llm_hallucination_simulation
app-next-api,1,llm_hallucination_simulation
app-angular,1,llm_hallucination_simulation
node-config-express-utils,1,llm_hallucination_simulation
cache-sequelize,1,llm_hallucination_simulation
@types/file-axios,1,llm_hallucination_simulation
nyst,1,llm_hallucination_simulation
node-cache-babel-builder,1,llm_hallucination_simulation
node-app-axios-utils,1,llm_hallucination_simulation
eslintt,1,llm_hallucination_simulation
@types/web-typescript-lib,1,llm_hallucination_simulation
pass-port,1,llm_hallucination_simulation
jquery-parser,1,llm_hallucination_simulation
web-jest,1,llm_hallucination_simulation
vite-builder,1,llm_hallucination_simulation
http-chalk-server,1,llm_hallucination_simulation
mong-oose,1,llm_hallucination_simulation
node-config-moment-formatter,1,llm_hallucination_simulation
mock-nuxt-client,1,llm_hallucination_simulation
typescript-builder,1,llm_hallucination_simulation
node-cache-jquery-utils,1,llm_hallucination_simulation
crypto-mocha-lib,1,llm_hallucination_simulation
crypto-nuxt-client,1,llm_hallucination_simulation
wvbpack,1,llm_hallucination_simulation
crypto-jquery-helper,1,llm_hallucination_simulation
app-moment-core,1,llm_hallucination_simulation
typescript-path-resolver,1,llm_hallucination_simulation
http-socket,1,llm_hallucination_simulation
@types/test-koa-parser,1,llm_hallucination_simulation
@types/data-typescript,1,llm_hallucination_simulation
config-jest,1,llm_hallucination_simulation
node-http-prisma-client,1,llm_hallucination_simulation
moment-timezone-utils,1,llm_hallucination_simulation
next-builder,1,llm_hallucination_simulation
node-mock-lodash-parser,1,llm_hallucination_simulation
@types/http-lodash-api,1,llm_hallucination_simulation
test-vite-parser,1,llm_hallucination_simulation
mock-vue-api,1,llm_hallucination_simulation
@types/app-axios-lib,1,llm_hallucination_simulation
vite-formatter,1,llm_hallucination_simulation
stream-lodash-validator,1,llm_hallucination_simulation
file-socket-validator,1,llm_hallucination_simulation
prismaa,1,llm_hallucination_simulation
cache-eslint,1,llm_hallucination_simulation
node-test-sequelize-server,1,llm_hallucination_simulation
cache-nuxt-formatter,1,llm_hallucination_simulation
node-log-next-parser,1,llm_hallucination_simulation
@types/auth-jquery-helper,1,llm_hallucination_simulation
nukt,1,llm_hallucination_simulation
stream-mocha,1,llm_hallucination_simulation
@types/data-dotenv-builder,1,llm_hallucination_simulation
file-mongoose-helper,1,llm_hallucination_simulation
config-angular-utils,1,llm_hallucination_simulation
mock-fastify-formatter,1,llm_hallucination_simulation
auth-vite-utils,1,llm_hallucination_simulation
web-typescript-validator,1,llm_hallucination_simulation
npm-package-validator,1,llm_hallucination_simulation
node-cache-eslint-core,1,llm_hallucination_simulation
config-redis-api,1,llm_hallucination_simulation
@types/app-vite-core,1,llm_hallucination_simulation
@types/mock-esbuild,1,llm_hallucination_simulation
log-axios,1,llm_hallucination_simulation
@types/mock-mocha-core,1,llm_hallucination_simulation
auth-babel-lib,1,llm_hallucination_simulation
http-jquery,1,llm_hallucination_simulation
@types/data-jest-formatter,1,llm_hallucination_simulation
file-axios-api,1,llm_hallucination_simulation
node-cache-fastify-helper,1,llm_hallucination_simulation
config-socket,1,llm_hallucination_simulation
auth-nuxt-parser,1,llm_hallucination_simulation
config-express,1,llm_hallucination_simulation
@types/http-axios,1,llm_hallucination_simulation
hapi-formatter,1,llm_hallucination_simulation
@types/http-chai-core,1,llm_hallucination_simulation
web-moment-validator,1,llm_hallucination_simulation
app-dotenv-validator,1,llm_hallucination_simulation
fs-async-helper,1,llm_hallucination_simulation
mock-rollup-api,1,llm_hallucination_simulation
@types/crypto-passport-client,1,llm_hallucination_simulation
node-file-webpack-builder,1,llm_hallucination_simulation
test-babel-builder,1,llm_hallucination_simulation
esbdild,1,llm_hallucination_simulation
node-config-mongoose-lib,1,llm_hallucination_simulation
reactt,1,llm_hallucination_simulation
@types/cache-vue-parser,1,llm_hallucination_simulation
mock-mongoose-builder,1,llm_hallucination_simulation
node-http-nuxt-validator,1,llm_hallucination_simulation
jqueryy,1,llm_hallucination_simulation
file-webpack-server,1,llm_hallucination_simulation
node-crypto-angular-parser,1,llm_hallucination_simulation
acgular,1,llm_hallucination_simulation
node-http-babel-lib,1,llm_hallucination_simulation
slquelize,1,llm_hallucination_simulation
web-express-validator,1,llm_hallucination_simulation
mock-fastify-api,1,llm_hallucination_simulation
log-webpack-parser,1,llm_hallucination_simulation
koa-helper,1,llm_hallucination_simulation
app-socket-server,1,llm_hallucination_simulation
nu-xt,1,llm_hallucination_simulation
node-file-redis-core,1,llm_hallucination_simulation
file-vite-server,1,llm_hallucination_simulation
node-cache-chai-parser,1,llm_hallucination_simulation
log-fastify-formatter,1,llm_hallucination_simulation
@types/config-babel-client,1,llm_hallucination_simulation
stream-prisma-builder,1,llm_hallucination_simulation
mock-prisma-parser,1,llm_hallucination_simulation
test-dotenv-validator,1,llm_hallucination_simulation
comm-ander,1,llm_hallucination_simulation
node-crypto-mocha-validator,1,llm_hallucination_simulation
cache-webpack-validator,1,llm_hallucination_simulation
@types/mock-jest,1,llm_hallucination_simulation
node-file-jest-lib,1,llm_hallucination_simulation
log-jest-api,1,llm_hallucination_simulation
http-fastify-core,1,llm_hallucination_simulation
rimraf-async,1,llm_hallucination_simulation
http-fastify-builder,1,llm_hallucination_simulation
cache-chalk,1,llm_hallucination_simulation
node-file-chai,1,llm_hallucination_simulation
pri-sma,1,llm_hallucination_simulation
crypto-nest-validator,1,llm_hallucination_simulation
nest-helper,1,llm_hallucination_simulation
momentt,1,llm_hallucination_simulation
fastsfy,1,llm_hallucination_simulation
mock-esbuild-lib,1,llm_hallucination_simulation
config-esbuild,1,llm_hallucination_simulation
node-log-sequelize-helper,1,llm_hallucination_simulation
crypto-dotenv-server,1,llm_hallucination_simulation
jquery-dom-helpers,1,llm_hallucination_simulation
http-sequelize-utils,1,llm_hallucination_simulation
log-eslint-core,1,llm_hallucination_simulation
@types/test-jest-builder,1,llm_hallucination_simulation
app-express-builder,1,llm_hallucination_simulation
stream-jest-server,1,llm_hallucination_simulation
@types/file-nest-server,1,llm_hallucination_simulation
@types/log-webpack-server,1,llm_hallucination_simulation
node-mock-mongoose-formatter,1,llm_hallucination_simulation
config-mocha-api,1,llm_hallucination_simulation
data-nest-lib,1,llm_hallucination_simulation
http-fastify-helper,1,llm_hallucination_simulation
node-config-fastify,1,llm_hallucination_simulation
node-cache-passport-builder,1,llm_hallucination_simulation
config-redis,1,llm_hallucination_simulation
stream-transform-pipe,1,llm_hallucination_simulation
@types/mock-nuxt,1,llm_hallucination_simulation
@types/app-hapi,1,llm_hallucination_simulation
web-jquery-parser,1,llm_hallucination_simulation
express,1,llm_hallucination_simulation
stream-next-server,1,llm_hallucination_simulation
node-app-chai-validator,1,llm_hallucination_simulation
crypto-express-validator,1,llm_hallucination_simulation
@types/cache-vue-validator,1,llm_hallucination_simulation
test-react,1,llm_hallucination_simulation
http-jquery-validator,1,llm_hallucination_simulation
esl-int,1,llm_hallucination_simulation
montoose,1,llm_hallucination_simulation
config-lodash-builder,1,llm_hallucination_simulation
config-rollup-formatter,1,llm_hallucination_simulation
@types/test-webpack-builder,1,llm_hallucination_simulation
app-koa,1,llm_hallucination_simulation
auth-lodash-core,1,llm_hallucination_simulation
@types/config-redis,1,llm_hallucination_simulation
web-chalk-client,1,llm_hallucination_simulation
@types/test-babel-server,1,llm_hallucination_simulation
mkdirp-promise,1,llm_hallucination_simulation
web-fastify-core,1,llm_hallucination_simulation
app-vite-validator,1,llm_hallucination_simulation
data-jquery-validator,1,llm_hallucination_simulation
config-socket-helper,1,llm_hallucination_simulation
test-webpack-validator,1,llm_hallucination_simulation
jqu-ery,1,llm_hallucination_simulation
file-eslint-api,1,llm_hallucination_simulation
ha-pi,1,llm_hallucination_simulation
ang-ular,1,llm_hallucination_simulation
log-esbuild,1,llm_hallucination_simulation
crypto-babel-lib,1,llm_hallucination_simulation
@types/stream-express-helper,1,llm_hallucination_simulation
eslint,1,llm_hallucination_simulation
commanwer,1,llm_hallucination_simulation
ne-st,1,llm_hallucination_simulation
log-mocha,1,llm_hallucination_simulation
app-lodash-builder,1,llm_hallucination_simulation
stream-koa-core,1,llm_hallucination_simulation
nextt,1,llm_hallucination_simulation
@types/app-typescript,1,llm_hallucination_simulation
express-middleware-chain,1,llm_hallucination_simulation
babell,1,llm_hallucination_simulation
vite-core,1,llm_hallucination_simulation
file-mocha-helper,1,llm_hallucination_simulation
ch-alk,1,llm_hallucination_simulation
vue-parser,1,llm_hallucination_simulation
stream-mongoose-server,1,llm_hallucination_simulation
@types/mock-chai-server,1,llm_hallucination_simulation
@types/config-koa-helper,1,llm_hallucination_simulation
config-mocha,1,llm_hallucination_simulation
crypto-redis-helper,1,llm_hallucination_simulation
@types/mock-next,1,llm_hallucination_simulation
auth-sequelize,1,llm_hallucination_simulation
test-moment-client,1,llm_hallucination_simulation
sequelize,1,llm_hallucination_simulation
web-chalk,1,llm_hallucination_simulation
yup-validator-helper,1,llm_hallucination_simulation
web-next-api,1,llm_hallucination_simulation
crypto-vue-helper,1,llm_hallucination_simulation
sequelizee,1,llm_hallucination_simulation
node-http-vite-helper,1,llm_hallucination_simulation
hapii,1,llm_hallucination_simulation
mock-rollup-client,1,llm_hallucination_simulation
node-data-vue-utils,1,llm_hallucination_simulation
ch-ai,1,llm_hallucination_simulation
app-typescript-formatter,1,llm_hallucination_simulation
eslint-core,1,llm_hallucination_simulation
mocha-core,1,llm_hallucination_simulation
dot-env,1,llm_hallucination_simulation
node-cache-nuxt-server,1,llm_hallucination_simulation
passrort,1,llm_hallucination_simulation
@types/config-next-formatter,1,llm_hallucination_simulation
@types/http-babel-parser,1,llm_hallucination_simulation
axios-retry-handler,1,llm_hallucination_simulation
cors-config-express,1,llm_hallucination_simulation
auth-rollup,1,llm_hallucination_simulation
node-web-nest-core,1,llm_hallucination_simulation
@types/mock-fastify-api,1,llm_hallucination_simulation
vue-client,1,llm_hallucination_simulation
node-stream-lodash,1,llm_hallucination_simulation
node-http-next-lib,1,llm_hallucination_simulation
data-commander-formatter,1,llm_hallucination_simulation
stream-chalk-formatter,1,llm_hallucination_simulation
typescrbpt,1,llm_hallucination_simulation
node-mock-mocha-api,1,llm_hallucination_simulation
data-socket-core,1,llm_hallucination_simulation
@types/app-rollup-client,1,llm_hallucination_simulation
app-esbuild-core,1,llm_hallucination_simulation
crypto-nuxt-server,1,llm_hallucination_simulation
re-act,1,llm_hallucination_simulation
cache-hapi,1,llm_hallucination_simulation
config-next-lib,1,llm_hallucination_simulation
ne-xt,1,llm_hallucination_simulation
@types/app-fastify-parser,1,llm_hallucination_simulation
